*_id,title,authorname,rating,voters_count,gender,hometown,books_num,works_count,publisher
14356,Portrait of a Woman in White,Susan Winkler,3.84,113,female,"Portland, Oregon",3,3,She Writes Press
14357,"Shift (The Protector, #2)",M.R. Merrick,3.98,1266,male,Red Deer,8,8,M.R. Merrick
14358,Sight Unseen,Robert Tinnell,3.58,19,,,10,35,Image Comics
14359,Pandora's Box (The Road to Hell #1),Gracen Miller,4.2,366,,,10,35,
14360,Flicker,Theodore Roszak,4.01,1422,male,"Chicago, Illinois",10,37,Chicago Review Press
14361,"Dark Journey  (Mayflower, #2)",Simon Beecher,5,2,,,8,8,S. P. Beecher
14362,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,372972,female,"New York, New York",10,39,Scholastic Books
14363,Stolen Dreams (Cassie Scot #4),Christine Amsden,4.11,214,female,St. Louis,10,10,Paladin Timeless Books
14364,The Midnight Dancers (A Fairy Tale Retold #4),Regina Doman,4.1,797,female,"Havertown, Pennsylvania",10,20,Chesterton Press
14365,1/4 Gram,Essam Youssef,4.01,18163,male,Cairo,2,2,Montana Studios
14366,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,4.22,54110,male,,10,63,Del Rey
14367,The Faded Sun Trilogy (The Faded Sun #1-3),C.J. Cherryh,4.12,4719,female,"St. Louis, Missouri",10,231,Daw Books
14368,Gemini,Randy Eberle,3.95,38,,,6,6,CreateSpace Indepentant
14369,"GAMAN The Japanese Art of Patience (The Apricot Tree House Mystery Series, #3)",Peggy Kopman-Owens,5,3,female,,10,26,"Aventura eBooks Limited, London, UK"
14370,"The Girl on the Mountain (Mountain Women, #1)",Carol Ervin,3.9,1234,female,,10,14,
14371,Grayson,Lisa Eugene,4.06,2241,female,,9,9,Dakota Press
14372,"A Time to Die (Out of Time, #1)",Nadine Brandes,4.34,808,female,,6,6,Enclave Publishing
14373,Fatal Return,Roger Weston,3.72,36,male,,10,24,Weston Publishing Enterprises
14374,Pigs Can't Swim: A Memoir,Helen Peppe,3.85,342,female,,1,1,Da Capo Press
14375,"Dead: Revelations (Dead, #2)",T.W. Brown,4.27,533,male,Somewhere on the West Coast...,10,100,May December Publications LLC
14376,Blood and Snow: The Complete Set,RaShelle Workman,3.89,537,female,,10,177,Polished Pen Press
14377,"Truth or Dare (Truth or Dare, #1)",Jacqueline Green,3.87,2644,,"Wynnewood, PA",5,5,"Little, Brown Books for Young Readers"
14378,I Am Pilgrim,Terry Hayes,4.25,111040,,England,10,13,Atria/Emily Bestler Books
14379,"Synthetic Illusions (Jane Colt, #2)",Mary Fan,4.83,24,female,"Oakland, CA",10,29,Red Adept Publishing
14380,Boy Kings of Texas: A Memoir,Domingo Martinez,3.62,2939,male,"Brownsville, TX",4,4,Lyons Press
14381,My Beloved,T.M. Mendes,3.88,359,female,,7,7,
14382,Mumbai Mornings,P.A. Chawla,4.25,8,,,2,2,Pen-N-Mouse Press LLC
14383,At the gates of hell: THE DEMARCUS COOMBS STORY,J. Edward Smith,4,1,,,10,15,
14384,Amazon Adventure,Willard Price,3.9,984,male,"Peterborough, Ontario",10,55,Red Fox
14385,"The Pirate and the Princess, Volume 1: The Timelight Stone",Mio Chizuru,4.38,222,,,5,5,Seven Seas Entertainment
14386,The Crow,Alison Croggon,4.02,12466,female,Transvaal,10,35,Candlewick Press
14387,"Secrets of Tamarind (Tamarind, #2)",Nadia Aguiar,4.01,284,,,5,5,Feiwel & Friends
14388,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,4.06,26953,female,Washington Court House,10,72,Simon & Schuster Books for Young Readers
14389,Emergence,David R. Palmer,4.16,1793,male,"Chicago, Illinois",10,11,
14390,Shimmy Bang Sparkle,Nicola Rendell,4.17,826,,,9,9,
14391,"Immortal Reborn: Choices of the Heart (Children of Angels, #3)",Natalie D. Wilson,4.28,50,female,,8,8,CreateSpace Independent Publishing Platform
14392,"Phase Two: Evaluate (Territory of the Dead, #2)",Rose Wynters,4.13,55,female,,10,19,
14393,"Private (Private, #1)",Kate Brian,3.79,17931,female,,10,40,Simon  Schuster Books for Young Readers
14394,Savannah Dreams: A Small Town Chronicle,Janet Choplick,4.67,3,female,"Greensburg, Indiana",7,7,America Star Books
14395,"Fading Away (Hardest Mistakes, #1)",Dannielle Wicks,3.59,41,female,Brisbane,8,8,Limitless Publishing
14396,A Countess Below Stairs,Eva Ibbotson,3.89,17804,female,Vienna,10,50,Speak
14397,"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.07,30553,female,,10,65,Pepper Winters
14398,"The Heart Forger (The Bone Witch, #2)",Rin Chupeco,4.28,5348,female,Manila,10,12,Sourcebooks Fire
14399,"Wolverine: Old Man Logan, Vol. 0: Warzones!",Brian Michael Bendis,3.55,1586,male,"Cleveland, Ohio",10,2419,Marvel Comics
14400,"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,4.15,27282,female,"Silver Spring, Maryland",10,846,Jove
14401,Invitation to the Game,Monica Hughes,3.79,5257,female,London,10,294,Simon Pulse
14402,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks,3.8,74820,male,"Omaha, Nebraska",10,125,Grand Central Publishing
14403,The Winter of Our Discontent,John Steinbeck,3.99,36461,male,"Salinas Valley, California",10,360,Viking Press
14404,"Embrace the Highland Warrior (Connor Clan, #2)",Anita Clenney,4.14,1365,female,,10,15,Sourcebooks Casablanca
14405,Harm None (A Rowan Gant Investigation #1),M.R. Sellars,3.83,654,male,"Fulton, Kentucky",10,17,Willowtree Press
14406,A Week in December,Sebastian Faulks,3.26,8100,male,Donnington,10,37,Hutchinson
14407,Zombie Television A Tale of Urban Horror,A.J. Harper,3.67,3,male,,7,7,Create Space
14408,"Threads West: An American Saga (Threads West, #1)",Reid Lance Rosenthal,3.81,293,male,,8,8,Rockin Sr Publishing
14409,"Bond with Me (Fallen, #1)",Anne Marsh,3.42,1346,female,,10,140,Dorchester Publishing
14410,"Arielle: Immortal Seduction (Immortal Rapture, #2)",Lilian Roberts,4.35,179,female,,10,16,Lilian Roberts
14411,Chocolate Shoes and Wedding Blues,Trisha Ashley,3.94,2598,female,"St Helens, Lancashire",10,31,Avon
14412,"The Marbury Lens (The Marbury Lens, #1)",Andrew  Smith,3.61,3758,male,,10,18,Feiwel & Friends
14413,Vacation,Jeremy C. Shipp,4.04,291,male,,10,56,Raw Dog Screaming Press
14414,"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,4.19,77651,male,"Fort Meade, MD",10,85,Spectra
14415,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,178657,female,New York,10,42,
14416,"Foretell (Wanderlove, #2)",Belle Malory,4.23,520,female,"Orlando, FL",10,12,
14417,"A Moment of Silence (A Dido Kent Mystery, #1)",Anna Dean,3.64,2347,female,"Cumberland, England",7,7,Allison & Busby
14418,The Covert Academy (The Covert Academy #1),Peter Laurent,3.48,73,male,Auckland,6,6,
14419,"Seven Year Rule (The Rule, #2)",Alaina Stanford,4.12,67,female,"Muncie, IN",10,27,CreateSpace
14420,Change of Heart,Jodi Picoult,3.93,101830,female,"Nesconset, Long Island, New York,",10,70,Atria Books
14421,Regina's Song,David Eddings,3.42,2162,male,"Spokane, Washington",10,127,HarperCollins Publishers Ltd
14422,Scala (Angelbound Origins #2),Christina Bauer,4.02,2721,female,"Buffalo, NY",10,58,"Monster House Books, LLC"
14423,"Stone Cold Touch (The Dark Elements, #2)",Jennifer L. Armentrout,4.33,27922,female,Martinsburg,10,94,Harlequin Teen
14424,"Just a Little Crush (Just a Little, #1)",Tracie Puckett,3.66,2314,female,,10,29,Tracie Puckett
14425,Guitar Face,Sasha Marshall,4.32,553,female,"Macon, GA",8,8,BookBaby
14426,Murder in the Gunroom,H. Beam Piper,3.41,291,male,"Altoona, Pennsylvania",10,243,Aegypan
14427,"The Chronicles of Amber (The Chronicles of Amber, #1-5)",Roger Zelazny,4.37,10449,male,"Euclid, Ohio",10,528,Gollancz
14428,"Avoiding Intimacy (Avoiding, #2.5)",K.A. Linde,3.71,5698,female,,10,51,K.A. Linde
14429,"The Beast Within (The Elite, #1)",Jonathan Yanez,3.75,505,male,"Oxnard, CA",10,103,Limitless Publishing
14430,"Nobody's Prize (Nobody's Princess, #2)",Esther M. Friesner,3.86,6195,female,"New York City, New York",10,250,Random House Books for Young Readers
14431,Memory of Water,Emmi Itäranta,3.71,5315,female,,10,12,Harper Voyager
14432,"Leila, a Mother in Zarahemla",LeAnn B. Larson,4,2,,,4,4,Balboa Press
14433,Dnevnik Pauline P.,Sanja Polak,3.97,304,female,Zagreb,10,10,Znanje
14434,"Bound (The Guardians, #1)",M.J.   Stevens,4.01,123,female,,5,5,M.J. Stevens
14435,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,4.09,20284,male,"Indiana, Pennsylvania",10,30,Harper Perennial Modern Classics
14436,Every Other Day,Jennifer Lynn Barnes,3.9,6156,,"Tulsa, Oklahoma",10,31,Egmont USA
14437,The Christmas Beau,Renee Allen McCoy,4.57,7,female,,10,15,Smashwords Edition
14438,Destino  (Battaglia Mafia #1),Sienna Mynx,4.37,2054,female,,10,70,The Divas Pen
14439,"A Dawn of Strength (A Shade of Vampire, #14)",Bella Forrest,4.45,4674,female,,10,172,
14440,"Charming (Seven, #6.5)",Dannika Dark,4.35,3374,female,,10,34,Createspace Independent Publishing Platform
14441,"Word of Honor (Knights of Honor, #1)",Alexa Aston,4.21,322,female,Dallas,10,35,"Dragonblade Publishling, Inc."
14442,"A Fistful of Charms (The Hollows, #4)",Kim Harrison,4.29,51757,female,Detroit,10,62,HarperTorch
14443,Your Eyelids Are Growing Heavy,Barbara Paul,3.39,31,female,"Maysville, Kentucky",10,66,
14444,Enthrall Secrets (Enthrall #7),Vanessa Fewings,4.42,405,,,10,25,Vanessa Fewings
14445,The Acheron Deception,Patrick F. Rooney,4.36,441,male,"Albuquerque, New Mexico",2,2,Patrick F Rooney
14446,Brood X,Michael Phillip Cash,3.93,178,male,,10,15,Red Feather Publishing
14447,Doctor Who: The Stone Rose,Jacqueline Rayner,3.92,5560,female,,10,97,BBC Books
14448,"Prague Fatale (Bernard Gunther, #8)",Philip Kerr,4.13,5681,male,"Edinburgh, Scotland",10,70,Cuercus
14449,"Bound by Sacrifice (The Road to Ruin, #1)",Reyna Pryde,4.13,93,female,INDIANAPOLIS,4,4,Createspace Independent Publishing Platform
14450,"The Beautiful Ashes (Broken Destiny, #1)",Jeaniene Frost,3.63,8943,female,,10,45,Harlequin
14451,"The Boys Next Door (The Boys Next Door, #1)",Jennifer Echols,3.9,13881,female,,10,25,Simon Pulse
14452,The Bringer,Samantha Towle,3.71,1104,female,,10,29,Night Publishing
14453,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,3.97,43374,female,Toronto,9,9,Viking Books for Young Readers
14454,The Curse of the Gloamglozer (The Edge Chronicles: The Quint Saga #1; The Edge Chronicles #1),Paul Stewart,4.1,6707,male,,10,155,David Fickling Books
14455,Everett Ruess: A Vagabond for Beauty & Wilderness Journals,W.L. Rusho,4.17,471,,,10,10,Gibbs Smith
14456,Twilight of Courage,Bodie Thoene,4.23,1107,female,,10,131,Thomas Nelson Publishers
14457,Chasing The Demon (Gateway #2),Louise G.  White,4.3,77,,,3,3,
14458,Matterhorn,Karl Marlantes,4.25,34273,male,,4,4,
14459,"Into Exile (Kevin and Sadie, #3)",Joan Lingard,4.06,393,female,"Edinburgh, Scotland",10,79,
14460,The Fountainhead,Ayn Rand,3.87,287042,female,St. Petersburg,10,431,Signet Book
14461,"Winesburg, Ohio",Sherwood Anderson,3.84,29030,male,"Camden, Ohio",10,226,"Oxford University Press, USA"
14462,"Stars (Wendy Darling, #1)",Colleen Oakes,3.78,1564,female,Denver,10,15,SparkPress
14463,The Cavansite Conspiracy,Manjiri Prabhu,3.75,28,,Pune,10,18,Rupa
14464,Return to Hillsville (John Twait Mystery #2).,Tony Rehor,2.67,3,male,"Aurora,IL",10,23,
14465,The Door in the Wall,Marguerite de Angeli,3.75,14501,female,"Lapeer, MI",10,51,Laurel Leaf Library
14466,"Wicked 2: Legacy & Spellbound (Wicked, #3-4)",Nancy Holder,3.88,9843,female,,10,291,
14467,Paris,Edward Rutherfurd,4,19128,,"Salisbury, England",10,22,Doubleday
14468,The Unfortunate Fursey,Mervyn Wall,4.23,66,male,Dublin,10,11,Valancourt Books
14469,"Elemental (Elemental, #1)",Antony John,3.68,2430,male,,10,10,Dial
14470,The Gates of Zion (Zion Chronicles #1),Bodie Thoene,4.3,4252,female,,10,131,Bethany House Publishers
14471,"The Peacekeeper (The Peacemaker, #4)",Zoe Saadia,4.57,121,female,,10,32,
14472,"Die Geheimnisse der Tinkerfarm (Tinkerfarm, #2)",Tad Williams,3.87,227,,"San Jose, California",10,206,Klett-Cotta
14473,Shadow,Jenny Moss,3.73,1196,female,,9,9,Scholastic Press
14474,The Return of the Dragon Queen (The Avalonia Chronicles #3),Farah Oomerbhoy,4.63,109,female,Mumbai,3,3,Wise Ink Creative Publishing
14475,Her Innocent Marine,Arthur Archambeau,4.13,15,,"Baltimore, Maryland",2,2,eXtasy Books Inc
14476,Stick McLaughlin: The Prohibition Years,C.F. Frizzell,4.03,38,female,,5,5,Bold Strokes Books
14477,Frankenstein: Return From the Wasteland,Billie Sue Mosiman,4.23,30,female,,10,145,
14478,"Marly's Choice  (Men of August, #1)",Lora Leigh,3.84,4858,female,,10,179,Ellora's Cave
14479,"A Darkness Strange and Lovely (Something Strange and Deadly, #2)",Susan Dennard,3.94,5239,female,,10,16,Harper Collins Harper Teen
14480,"Camille (Camille, #1)",Tess Oliver,3.68,2657,female,,10,103,
14481,Inside the O'Briens,Lisa Genova,3.99,40207,female,,10,12,Gallery Books
14482,The Broken Trilogy: Books 1-3,J.L. Drake,4.62,983,female,Halifax,10,25,
14483,"Dreamless (Starcrossed, #2)",Josephine Angelini,4.19,38108,female,"Ashland, Massachusetts",10,15,HarperTeen
14484,Awakening Kali,T.S. Ghosh,4.5,32,,,1,1,Zharmae Publishing Press LLC
14485,In the Pew,Bertha Connally Abraham,4,2,female,"Pineville, Louisiana",3,3,Tate Publishing & Enterprises
14486,Doomsday Diaries I (Volume 1),Aaron B. Powell,3.66,67,male,,10,23,
14487,Long Hill Home,Kathryn Pincus,3.63,107,female,"Manhasset, NY",1,1,Koehler Books
14488,Let Me Be Your Hero,Julie Haubert,3.57,7,female,,2,2,
14489,"Blue Moon Rising (Forest Kingdom, #1)",Simon R. Green,4.09,4113,male,"Bradford on Avon, Wiltshire, England",10,196,Ace Books
14490,"To Tame a Lady (The Reluctant Bride Collection, #2)",Megan Bryce,3.76,2038,female,,10,18,
14491,The Cowboy Steals a Lady (Code of the West #7),Anne McAllister,3.92,38,female,,10,282,Silhouette Desire
14492,Longing for Home (Longing for Home #1),Sarah M. Eden,3.99,4909,,,10,59,Shadow Mountain
14493,Twisted Tears,Stan Taylor,4.04,26,,,5,5,Jonathon Jones
14494,Light of the Desert,Lucette Walters,4.68,28,,,1,1,Authorhouse
14495,"Among the Barons (Shadow Children, #4)",Margaret Peterson Haddix,4.09,20153,female,Washington Court House,10,72,Aladdin
14496,"A Match for Emma (Mitchell's Crossroads, #3)",Pepper D. Basham,4.65,124,,"Galax, VA",10,20,
14497,Solo: A Memoir of Hope,Hope Solo,3.99,2033,female,,3,3,HarperCollins
14498,"Hourglass (Hourglass, #1)",Myra McEntire,3.79,18901,female,,7,7,Egmont USA
14499,Murder Mysteries,Neil Gaiman,4.07,4939,male,,10,1284,Titan
14500,"Hello, Universe",Erin Entrada Kelly,3.95,12765,female,Lake Charles,9,9,Greenwillow Books
14501,"Speak No Evil (Gifted, #6)",Marilyn Kaye,3.98,943,female,"New Britain, Connecticut",10,136,Macmillan
14502,"The Chicago Way (Michael Kelly, #1)",Michael  Harvey,3.61,2988,male,Boston,9,9,Knopf
14503,Small as an Elephant,Jennifer Richard Jacobson,3.97,6908,female,,10,28,Candlewick Press
14504,海月姫　1巻 (Princess Jellyfish #1),Akiko Higashimura,4.33,2502,female,Miyazaki,10,188,講談社
14505,Of Little Faith,Carol Hoenig,4.44,9,,,10,10,Booktango
14506,"Museum of Thieves (The Keepers, #1)",Lian Tanner,3.91,5286,female,Launceston,10,15,Delacorte Press
14507,Torn by God: A Family's Struggle with Polygamy,Zoe Murdock,3.51,80,female,Salt Lake City,3,3,Hot Press Books
14508,Heart of the Battle (The Aztec Chronicles #3),Zoe Saadia,4.88,26,female,,10,32,
14509,"The Atlantis World (The Origin Mystery, #3)",A.G. Riddle,3.95,22938,male,"Shelby, NC",10,13,Amazon Digital Services
14510,The Child Queen: The Tale of Guinevere and King Arthur,Nancy McKenzie,4.07,751,female,"Princeton, New Jersey",10,15,Del Rey
14511,"Fool's Assassin (The Fitz and The Fool Trilogy, #1)",Robin Hobb,4.37,39288,female,California,10,263,Harper Voyager
14512,How Sweet It Is,Melissa Brayden,4.16,2135,female,,10,19,Bold Strokes Books
14513,"Cheat the Grave (Signs of the Zodiac, #5)",Vicki Pettersson,4.04,3042,female,Las Vegas,10,23,Harper Voyager
14514,Calls Across the Pacific,Zoë S. Roy,4.17,24,female,,4,4,Inanna Publications
14515,"Painted Faces (Painted Faces, #1)",L.H. Cosway,4.16,8629,female,,10,44,
14516,Covert Dreams,Mike  Meyer,3.63,127,male,Los Angeles,9,9,Pacific Books
14517,"Glory in Death (In Death, #2)",J.D. Robb,4.26,48634,,"Silver Spring, Maryland",10,145,Berkley Books
14518,"How to Marry a Marquis (Agents of the Crown, #2)",Julia Quinn,4.02,14980,female,"New York City, NY",10,57,Avon
14519,Fighting Temptation,John A. Buttrick,4,13,male,South Florida,10,13,Xlibris Corporation
14520,A Small Country about to Vanish,Victoria Avilan,3.67,360,female,Haifa,7,7,
14521,Last Girls,Demetra Brodsky,4.29,17,female,,2,2,Tor Teen
14522,"The Potato Factory (The Potato Factory, #1)",Bryce Courtenay,4.11,8758,male,Johannesburg,10,39,Bolinda Publishing Pty Ltd
14523,Anissa's Redemption (The Syrian Virgin #2),Zack Love,4.12,177,male,,8,8,
14524,Het oneindige plan,Isabel Allende,3.72,9470,female,Lima,10,152,Wereldbibliotheek
14525,"Red War (Mitch Rapp, #17)",Kyle Mills,4.17,10036,male,,10,38,
14526,Verity,Colleen Hoover,4.35,85417,female,,10,59,
14527,Eye of the Tiger,Diana Palmer,3.89,659,,"Cuthbert, Georgia",10,626,Silhouette
14528,Just the Sexiest Man Alive,Julie James,3.93,41427,female,Chicago,10,10,Berkley Sensation
14529,The Last Letter (Letter #1),Kathleen Shoop,3.73,1882,female,,10,24,
14530,"The Wolf and the Raven (The Forest Lord, #2)",Steven A. McKay,4.21,752,male,,10,19,Createspace Independent Publishing Platform
14531,Trouble,Samantha Towle,3.99,18475,female,,10,29,
14532,"Forgotten, Saved, Loved (Nightfall, #2)",Violet Samuels,4.12,377,female,,7,7,
14533,The First Fallen (Book of Sorrows 1),Tobias Shoemaker,4,1,,,1,1,
14534,Nowhere,Marysue G. Hobika,3.55,159,female,,5,5,Onehiplitchick
14535,"Solemnly Swear (Second Edition; Alex Porter Trilogy, Book 1)",Joe Porrazzo,4.71,7,male,,3,3,
14536,THEIR LAST SECRET: DECLASSIFIED (Book One),Carl Hansen,4.43,7,,,6,6,BOOKBABY
14537,Awakening Iris (The Dreamcatchers Saga #1),Jessie McClain,4.71,7,female,,4,4,Cressen Books LLC
14538,"MILA 2.0 (MILA 2.0, #1)",Debra Driza,3.69,11248,female,,7,7,Katherine Tegen Books
14539,The Amber Keeper,Freda Lightfoot,3.8,7284,female,"Accrington, Lancashire",10,76,Lake Union Publishing
14540,Heroine of the Desert,Donya Al-Nahi,3.52,176,,,2,2,John Blake
14541,Grey: The Balance: Book One,Nick Shamhart,4.55,371,male,"Sandusky, Ohio",7,7,
14542,"Unbeautifully (Undeniable, #2)",Madeline Sheehan,4.36,31155,,,10,28,Madeline Sheehan
14543,"Strictly Professional (Strictly Professional, #1)",Sherri Hayes,3.77,275,female,,10,25,The Writer's Coffee Shop
14544,Zheng He,Matt Buttsworth,3.94,17,,,10,48,Createspace
14545,"The Black Stallion Revolts (The Black Stallion, #9)",Walter Farley,4.05,3326,male,"Syracuse, New York",10,56,Yearling
14546,"The Cyber Miracles (The Maeve Kenny Series, #1)",Mary Pat Hyland,3.88,8,,,10,11,Createspace Independent Publishing Platform
14547,"Warrior's Dawn (Fire and Tears, #3)",Isabo Kelly,4,12,female,,10,36,Samhain Publishing
14548,"Live Bait (Monkeewrench, #2)",P.J. Tracy,4.04,5900,,,10,16,G.P. Putnam's Sons
14549,Beneath the Burn,Pam Godwin,4.03,6574,female,,10,34,Pam Godwin
14550,Bound Through Blood,Alexis Kennedy,4.32,31,female,St. Louis,10,19,Fountain Pen Publishing
14551,"Timebound (The Chronos Files, #1)",Rysa Walker,3.88,26093,female,,10,39,Skyscape
14552,The Haunting of Hill House,Shirley Jackson,3.84,136835,female,"San Francisco, California",10,228,Penguin Classics
14553,Breathe In,Michelle Bellon,4.31,308,female,,8,8,
14554,Troubled Waters (The Lake #2),AnnaLisa Grant,3.99,4824,female,Ft. Lauderdale,10,15,Truman House
14555,"Bitter Demons (Peachville High Demons, #3)",Sarra Cannon,4.15,4656,female,"Athens, GA",10,55,Dead River Books
14556,This Bloody Mary is the Last Thing I Own: A Journey to the End of Boxing,Jonathan Rendall,3.95,213,,,7,7,Ecco
14557,The Oracle of Redemption,Robert Gaspari,3,2,male,,6,6,
14558,Once Upon Another Time,Rosary  McQuestion,3.49,117,female,"Brooklyn, New York",2,2,Rosary McQuestion
14559,"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.16,148737,male,"Lancaster, England",10,55,Gollancz
14560,Watch The Hour,J.R. Lindermuth,4.14,14,male,Shamokin PA,10,29,Whiskey Creek Press
14561,Xombi,John Rozum,3.64,227,,,10,120,Vertigo
14562,My Big Fat Southern Gay Wedding (A Southern Thing #3),Sara York,4.19,542,,,10,154,
14563,"Inescapable (The Premonition, #1)",Amy A. Bartol,4.04,33174,female,,10,17,CreateSpace
14564,Heirloom: The Monaco Trilogy Book Two,Barbara de Mora,5,1,female,,6,6,Barbara de Mora
14565,The Titan's Orb,Callum Horncastle,4.89,9,male,Redhill,2,2,Fimfiction
14566,"You (You, #1)",Caroline Kepnes,3.91,122510,,Hyannis,10,15,Atria/Emily Bestler Books
14567,Elysian Fields (The End #1),J.L. Perrigo,5,3,male,,2,2,Independent
14568,The Naughtiest Girl Wants to Win,Anne Digby,4.14,995,,Kingston-upon-Thames,10,78,
14569,Numb,John W. Otte,4.2,76,male,,10,16,Marcher Lord Press
14570,"Kissing in Italian (Flirting in Italian, #2)",Lauren Henderson,3.57,572,female,London,10,34,Delacorte Books for Young Readers
14571,Dark Hour,Ginger Garrett,4.13,201,,,10,21,NavPress
14572,"Tributary (River of Time, #3.2)",Lisa Tawn Bergren,4.33,2548,female,Kalispell,10,71,"Bergren Creative Group, Inc."
14573,The Lost Conspiracy,Frances Hardinge,4.12,2263,female,Kent,10,26,
14574,Temporary Wife,Roberta Leigh,3.36,283,female,"London, England",10,60,Mills & Boon
14575,"Devotion and the Devil (The Borderer Chronicles, #2)",Mark  Montgomery,4.5,22,male,,4,4,ruffthedog.com
14576,"Dackelblick (Dackel Herkules, #1)",Frauke Scheunemann,3.66,545,female,Düsseldorf,10,46,Page & Turner
14577,The Night Circus,Erin Morgenstern,4.04,624862,,"Marshfield, Massachusetts",3,3,Doubleday
14578,"Abandon (Possession, #3)",Elana Johnson,3.78,1385,female,,10,115,Simon Pulse
14579,"Perfect (Second Opportunities, #2)",Judith McNaught,4.3,21678,female,"San Luis Obispo, California",10,39,Pocket Books
14580,My Name is Butterfly,Bernice L. McFadden,4.24,341,female,Brooklyn,10,15,Naki Publishing
14581,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",Roald Dahl,4.1,51262,male,"Llandaff, Cardiff, Wales",10,832,Puffin Books
14582,The Darkest Seduction (Lords of the Underworld #9),Gena Showalter,4.35,23838,female,Florida,10,202,HQN Books
14583,"Bride of the Water God, Volume 1",Mi-Kyung Yun,3.92,5188,female,,10,28,Dark Horse Books
14584,Society for Supper,TyCobbsTeeth,4.67,46,male,Charlottetown,2,2,HotPepper Publishing
14585,"Goosefeather's Curse (Warriors Novellas, #8)",Erin Hunter,4.46,1274,female,,10,227,HarperCollins
14586,"The Missing (The FBI Psychics, #1)",Shiloh Walker,3.82,2227,female,,10,190,Berkley
14587,Cover of Snow,Jenny Milchman,3.38,6690,female,,10,15,Ballantine Books
14588,"Hope Is Lost (Men Of Ocean Beach, #2)",Emma   James,4.5,208,female,,10,20,Emma  James
14589,Tempus Unbound  (Sacred Band series Book 6),Janet E. Morris,4.14,98,,,10,96,Tempus Unbound (Sacred Band series Book 6)
14590,"Dark Waters (The Expedition, #1)",Jason   Lewis,4.18,291,male,,3,3,BillyFish Books LLC
14591,Hank Brodt Holocaust Memoirs: A Candle and a Promise,Deborah Donnelly,4.61,175,,,9,9,
14592,"The Siege (Guardians of Ga'Hoole, #4)",Kathryn Lasky,4.1,9715,female,"Indianapolis, Indiana",10,204,"Scholastic, Inc."
14593,"My Soul to Save (Soul Screamers, #2)",Rachel Vincent,3.97,20364,female,,10,53,Harlequin Teen
14594,Misfortune,Wesley Stace,3.71,1731,male,"Hastings, Sussex",9,9,Little Brown and Company
14595,"Midnight for Charlie Bone (The Children of the Red King, #1)",Jenny Nimmo,3.82,38389,female,"Windsor, Berkshire",10,86,Orchard Books
14596,Hell's Gate,Michael              Parker,4,16,male,"Cuckfield, Sussex",10,12,Robert Hale
14597,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,4.27,88160,male,"Beaconsfield, Buckinghamshire, England",10,440,HarperTrophy
14598,Faith & Trust (A Three Part Novel) (Book 1),Amanda Kay,3.81,27,female,,10,56,Bayou Brew Publishing
14599,"The Path of Razors (Vampire Babylon, #5)",Chris Marie Green,3.75,312,female,,10,47,Ace Books
14600,Redemption,Victoria Steele Logue,4.18,40,female,"Portsmouth, Virginia",10,24,Low Country Press
14601,Mick Harte Was Here,Barbara Park,4.24,3421,female,"Mt. Holly, New Jersey",10,159,Scholastic Inc
14602,"The Spymaster's Lady (Spymasters, #1)",Joanna Bourne,4.01,6587,female,,10,11,Berkley Sensation Penguin Random House
14603,"Sea Glass (Glass, #2)",Maria V. Snyder,4,17940,female,"Philadelphia, Pennsylvania",10,59,Mira
14604,Night in Eden,Candice Proctor,3.93,1270,female,,8,8,Ivy Books
14605,April & Oliver,Tess Callahan,3.44,3448,female,,1,1,Grand Central Publishing
14606,The Sentient Collector (The Sentient Trilogy Book 1),Ian   Williams,3.9,20,male,,4,4,
14607,Sleeping Beauty,Judith Michael,3.67,754,,,10,24,Pocket Books
14608,"From Ashes (From Ashes, #1)",Molly McAdams,4.12,27135,female,,10,36,William Morrow Paperbacks
14609,"City of the Cyborgs (Seven Sleepers: The Lost Chronicles, #4)",Gilbert L. Morris,3.84,151,,,10,20,Moody Publishers
14610,"Gasp (Visions, #3)",Lisa McMann,4.1,2526,female,"Holland, Michigan",10,44,Simon Pulse
14611,Lunar Rampage,Samantha Cross,3.99,73,female,,3,3,Amazon Digital Services LLC
14612,Nina Kimberly the Merciless,Christiana Ellis,3.94,327,female,,8,8,Christiana Ellis
14613,"Callum & Harper (Sleepless, #1)",Fisher Amelie,3.91,12773,female,,10,21,
14614,"The Final Warning (Maximum Ride, #4)",James Patterson,3.86,64372,male,"Newburgh, New York",10,678,Jimmy Patterson
14615,Sardine in Outer Space 2,Emmanuel Guibert,4.15,171,male,Paris,10,99,First Second
